Time Stamp (ms), Temp1(T1), Temp2 (T2),Humidity (H), Pressure (P),AccelX (X), AccelY (Y), AccelZ (Z)
1215004,33.44,33.46,23.07,12.40,-3.20,-2.82,-2.89
1216004,33.44,33.46,23.07,12.40,-3.21,-2.82,-2.89
1217004,33.44,33.46,23.38,12.40,-3.21,-2.82,-2.89
1218004,33.44,33.45,23.07,12.40,-3.21,-2.82,-2.89
1219004,33.44,33.46,23.54,12.40,-3.21,-2.82,-2.89
1220004,33.43,33.46,23.07,12.40,-3.20,-2.82,-2.89
1221004,33.44,33.46,22.91,12.40,-3.20,-2.82,-2.89
1222004,33.44,33.46,23.38,12.40,-3.21,-2.82,-2.89
1223004,33.44,33.46,22.91,12.40,-3.21,-2.82,-2.89
1224004,33.44,33.46,23.54,12.40,-3.21,-2.82,-2.89
1225005,33.44,33.46,23.07,12.40,-3.21,-2.82,-2.89
1226004,33.43,33.46,23.38,12.40,-3.21,-2.82,-2.89
1227004,33.44,33.46,23.38,12.40,-3.20,-2.82,-2.89
1228004,33.43,33.46,23.07,12.40,-3.21,-2.82,-2.89
1229004,33.43,33.46,23.38,12.40,-3.20,-2.82,-2.89
1230004,33.44,33.46,23.38,12.40,-3.21,-2.82,-2.89
1231004,33.44,33.46,23.38,12.40,-3.20,-2.81,-2.89
1232004,33.44,33.46,23.38,12.40,-3.20,-2.82,-2.89
1233004,33.44,33.46,22.91,12.40,-3.21,-2.82,-2.89
1234004,33.43,33.46,23.07,12.40,-3.21,-2.82,-2.89
1235004,33.43,33.46,23.23,12.40,-3.21,-2.82,-2.89
1236004,33.44,33.46,22.91,12.40,-3.20,-2.82,-2.89
1237004,33.44,33.46,23.23,12.40,-3.20,-2.82,-2.89
1238004,33.44,33.46,23.38,12.40,-3.20,-2.82,-2.89
1239004,33.44,33.46,22.75,12.40,-3.21,-2.82,-2.89
1240004,33.43,33.46,22.75,12.40,-3.21,-2.82,-2.89
1241005,33.44,33.46,23.23,12.40,-3.21,-2.82,-2.89
1242004,33.44,33.46,22.91,12.40,-3.21,-2.82,-2.89
1243004,33.44,33.46,22.75,12.40,-3.21,-2.82,-2.89
1244004,33.43,33.46,23.38,12.40,-3.20,-2.82,-2.89
1245004,33.44,33.46,22.75,12.40,-3.20,-2.82,-2.89
1246004,33.44,33.46,23.07,12.40,-3.21,-2.82,-2.89
1247004,33.44,33.46,23.07,12.40,-3.21,-2.82,-2.89
1248004,33.43,33.46,22.75,12.40,-3.21,-2.82,-2.89
1249004,33.44,33.46,22.91,12.40,-3.21,-2.82,-2.89
1250004,33.44,33.46,22.75,12.40,-3.20,-2.82,-2.89
1251004,33.44,33.46,22.91,12.40,-3.21,-2.82,-2.89
1252004,33.45,33.46,23.23,12.40,-3.21,-2.82,-2.89
1253004,33.45,33.46,22.91,12.40,-3.21,-2.81,-2.89
1254004,33.44,33.46,22.91,12.40,-3.21,-2.82,-2.89
1255004,33.44,33.46,22.91,12.40,-3.20,-2.82,-2.89
1256004,33.45,33.46,22.75,12.38,-3.20,-2.82,-2.89
1257005,33.43,33.46,22.91,12.38,-3.21,-2.82,-2.89
1258004,33.45,33.46,22.91,12.40,-3.21,-2.82,-2.89
1259004,33.45,33.46,22.91,12.40,-3.21,-2.82,-2.89
1260004,33.45,33.46,22.91,12.40,-3.21,-2.82,-2.89
1261004,33.43,33.46,22.91,12.40,-3.21,-2.82,-2.89
1262004,33.44,33.46,23.23,12.40,-3.20,-2.82,-2.89
1263004,33.44,33.46,22.75,12.40,-3.20,-2.82,-2.89
1264004,33.44,33.46,22.75,12.40,-3.20,-2.82,-2.89
1265004,33.45,33.46,23.23,12.40,-3.21,-2.82,-2.89
1266004,33.45,33.46,23.07,12.40,-3.21,-2.81,-2.89
1267004,33.45,33.46,23.23,12.40,-3.21,-2.82,-2.89
1268004,33.45,33.46,22.91,12.40,-3.21,-2.82,-2.89
1269004,33.45,33.46,24.65,12.40,-3.20,-2.82,-2.89
1270004,33.45,33.46,22.75,12.40,-3.21,-2.82,-2.89
1271004,33.44,33.46,23.23,12.40,-3.21,-2.82,-2.89
1272004,33.44,33.46,23.07,12.40,-3.21,-2.82,-2.89
1273005,33.44,33.46,23.23,12.40,-3.21,-2.82,-2.89
1274004,33.44,33.46,22.60,12.40,-3.21,-2.82,-2.89
1275004,33.43,33.46,23.07,12.40,-3.21,-2.82,-2.89
1276004,33.45,33.46,22.91,12.40,-3.21,-2.82,-2.89
1277004,33.44,33.46,22.91,12.40,-3.20,-2.82,-2.89
1278004,33.44,33.46,22.75,12.40,-3.20,-2.82,-2.89
1279004,33.44,33.46,22.75,12.40,-3.20,-2.82,-2.89
1280004,33.44,33.46,23.07,12.40,-3.20,-2.82,-2.89
1281004,33.44,33.46,22.75,12.40,-3.20,-2.82,-2.89
1282004,33.45,33.46,22.60,12.40,-3.21,-2.82,-2.89
1283004,33.45,33.46,22.60,12.40,-3.20,-2.82,-2.89
1284004,33.44,33.46,22.91,12.40,-3.20,-2.82,-2.89
1285004,33.45,33.46,22.44,12.40,-3.21,-2.82,-2.89
1286004,33.45,33.46,22.91,12.40,-3.20,-2.82,-2.89
1287004,33.45,33.46,22.60,12.40,-3.20,-2.82,-2.89
1288004,33.44,33.46,22.75,12.40,-3.21,-2.82,-2.89
1289005,33.45,33.46,22.75,12.40,-3.20,-2.82,-2.89
1290004,33.44,33.46,23.07,12.40,-3.20,-2.82,-2.89
1291004,33.45,33.46,23.07,12.40,-3.21,-2.82,-2.89
1292004,33.45,33.46,22.91,12.40,-3.21,-2.82,-2.89
1293004,33.44,33.46,23.07,12.40,-3.21,-2.82,-2.89
1294004,33.45,33.46,22.60,12.40,-3.21,-2.82,-2.89
1295004,33.45,33.46,22.75,12.40,-3.20,-2.82,-2.89
1296004,33.45,33.46,22.44,12.40,-3.21,-2.82,-2.89
1297004,33.45,33.46,22.75,12.40,-3.20,-2.82,-2.89
1298004,33.44,33.46,22.44,12.40,-3.20,-2.82,-2.89
1299004,33.45,33.46,22.91,12.40,-3.21,-2.82,-2.89
1300004,33.45,33.46,22.44,12.40,-3.20,-2.82,-2.89
1301004,33.45,33.46,22.91,12.40,-3.20,-2.82,-2.89
1302004,33.45,33.46,22.60,12.40,-3.20,-2.82,-2.89
1303004,33.45,33.46,22.44,12.40,-3.21,-2.82,-2.89
1304004,33.45,33.46,22.91,12.40,-3.21,-2.82,-2.89
1305005,33.44,33.46,22.44,12.40,-3.20,-2.82,-2.89
1306004,33.45,33.46,22.91,12.40,-3.20,-2.82,-2.89
1307004,33.45,33.46,22.91,12.40,-3.20,-2.82,-2.89
1308004,33.44,33.46,22.75,12.40,-3.20,-2.82,-2.89
1309004,33.45,33.46,22.75,12.40,-3.20,-2.82,-2.89
1310004,33.45,33.46,22.75,12.40,-3.21,-2.82,-2.89
1311004,33.45,33.46,22.44,12.40,-3.20,-2.82,-2.89
1312004,33.44,33.46,22.75,12.40,-3.21,-2.82,-2.89
1313004,33.46,33.46,22.44,12.40,-3.21,-2.82,-2.89
1314004,33.45,33.46,22.60,12.40,-3.21,-2.82,-2.89
1315004,33.45,33.46,22.44,12.40,-3.20,-2.82,-2.89
1316004,33.46,33.47,22.44,12.40,-3.20,-2.82,-2.89
1317004,33.45,33.47,22.75,12.40,-3.21,-2.82,-2.89
1318004,33.44,33.46,22.91,12.40,-3.20,-2.82,-2.89
1319004,33.45,33.46,22.60,12.40,-3.21,-2.82,-2.89
1320004,33.45,33.46,22.44,12.40,-3.20,-2.82,-2.89
1321005,33.44,33.46,22.44,12.40,-3.20,-2.82,-2.89
1322004,33.45,33.46,22.75,12.40,-3.20,-2.82,-2.89
1323004,33.46,33.46,22.75,12.40,-3.21,-2.82,-2.89
1324004,33.44,33.47,22.91,12.40,-3.20,-2.82,-2.89
1325004,33.45,33.46,22.44,12.40,-3.21,-2.82,-2.89
1326004,33.45,33.46,22.44,12.40,-3.20,-2.82,-2.89
1327004,33.45,33.46,22.28,12.40,-3.21,-2.82,-2.89
1328004,33.46,33.47,22.44,12.40,-3.21,-2.82,-2.89
1329004,33.46,33.46,22.91,12.40,-3.21,-2.82,-2.89
1330004,33.46,33.46,22.75,12.40,-3.21,-2.82,-2.89
1331004,33.46,33.47,22.44,12.40,-3.21,-2.82,-2.89
1332004,33.45,33.47,22.75,12.40,-3.21,-2.82,-2.89
1333004,33.45,33.47,22.28,12.40,-3.20,-2.82,-2.89
1334004,33.46,33.46,22.28,12.40,-3.21,-2.82,-2.89
1335004,33.46,33.46,22.60,12.40,-3.21,-2.82,-2.89
1336004,33.46,33.47,22.44,12.40,-3.21,-2.82,-2.89
1337005,33.46,33.47,22.44,12.40,-3.21,-2.82,-2.89
1338004,33.46,33.47,22.75,12.40,-3.20,-2.82,-2.89
1339004,33.46,33.46,22.28,12.40,-3.21,-2.82,-2.89
1340004,33.45,33.47,22.60,12.40,-3.20,-2.82,-2.89
1341004,33.46,33.46,22.28,12.40,-3.20,-2.82,-2.89
1342004,33.45,33.47,22.12,12.40,-3.20,-2.82,-2.89
1343004,33.45,33.47,22.12,12.40,-3.21,-2.82,-2.89
1344004,33.46,33.47,22.75,12.40,-3.21,-2.82,-2.89
1345004,33.45,33.47,22.75,12.40,-3.21,-2.82,-2.89
1346004,33.45,33.47,22.44,12.40,-3.21,-2.82,-2.89
1347004,33.45,33.46,22.60,12.40,-3.21,-2.82,-2.89
1348004,33.46,33.47,22.75,12.40,-3.21,-2.82,-2.89
1349004,33.46,33.47,22.44,12.40,-3.20,-2.82,-2.89
1350004,33.45,33.47,22.44,12.40,-3.21,-2.82,-2.89
1351004,33.46,33.47,22.12,12.40,-3.21,-2.82,-2.89
1352004,33.46,33.47,22.75,12.40,-3.20,-2.82,-2.89
1353005,33.45,33.47,22.44,12.40,-3.20,-2.82,-2.89
1354004,33.45,33.47,22.12,12.40,-3.20,-2.82,-2.89
1355004,33.46,33.47,22.28,12.40,-3.21,-2.82,-2.89
1356004,33.45,33.47,22.28,12.40,-3.21,-2.82,-2.89
1357004,33.46,33.47,22.28,12.40,-3.21,-2.82,-2.89
1358004,33.46,33.47,21.97,12.40,-3.20,-2.82,-2.89
1359004,33.46,33.47,22.60,12.38,-3.21,-2.82,-2.89
1360004,33.46,33.47,22.12,12.38,-3.21,-2.82,-2.89
1361004,33.46,33.47,22.12,12.40,-3.21,-2.82,-2.89
1362004,33.46,33.47,22.28,12.40,-3.21,-2.82,-2.89
1363004,33.46,33.47,22.60,12.38,-3.20,-2.82,-2.89
1364004,33.45,33.47,22.28,12.38,-3.20,-2.82,-2.89
1365004,33.46,33.47,22.28,12.40,-3.21,-2.82,-2.89
1366004,33.46,33.47,22.12,12.38,-3.21,-2.82,-2.89
1367004,33.46,33.47,22.44,12.40,-3.21,-2.82,-2.89
1368004,33.46,33.47,22.44,12.40,-3.21,-2.82,-2.89
1369005,33.45,33.47,22.44,12.40,-3.20,-2.82,-2.89
1370004,33.46,33.47,22.28,12.40,-3.20,-2.82,-2.89
1371004,33.46,33.47,22.60,12.40,-3.20,-2.82,-2.89
1372004,33.45,33.47,22.12,12.40,-3.21,-2.82,-2.89
1373004,33.46,33.47,22.12,12.40,-3.20,-2.82,-2.89
1374004,33.45,33.47,21.97,12.40,-3.21,-2.82,-2.89
1375004,33.46,33.47,22.60,12.40,-3.20,-2.81,-2.89
1376004,33.46,33.47,21.97,12.40,-3.20,-2.82,-2.89
1377004,33.46,33.47,22.60,12.40,-3.20,-2.82,-2.89
1378004,33.46,33.47,21.97,12.40,-3.20,-2.82,-2.89
1379004,33.46,33.47,22.44,12.40,-3.20,-2.82,-2.89
1380004,33.46,33.47,22.60,12.40,-3.20,-2.82,-2.89
1381004,33.46,33.47,21.97,12.40,-3.20,-2.82,-2.89
1382004,33.46,33.47,22.12,12.40,-3.20,-2.82,-2.89
1383004,33.45,33.47,22.28,12.40,-3.20,-2.82,-2.89
1384004,33.46,33.47,22.12,12.40,-3.21,-2.82,-2.89
1385005,33.45,33.47,21.97,12.40,-3.20,-2.82,-2.89
1386004,33.45,33.47,22.28,12.40,-3.20,-2.82,-2.89
1387004,33.46,33.47,20.70,12.40,-3.20,-2.82,-2.89
1388004,33.46,33.47,22.44,12.40,-3.20,-2.82,-2.89
1389004,33.46,33.47,21.97,12.40,-3.20,-2.82,-2.89
1390004,33.45,33.47,22.12,12.40,-3.20,-2.82,-2.89
1391004,33.46,33.47,22.12,12.40,-3.20,-2.82,-2.89
1392004,33.47,33.47,22.12,12.40,-3.20,-2.82,-2.89
1393004,33.45,33.47,21.81,12.40,-3.20,-2.82,-2.89
1394004,33.47,33.47,22.28,12.40,-3.20,-2.82,-2.89
1395004,33.46,33.47,20.07,12.40,-3.20,-2.82,-2.89
1396004,33.46,33.47,22.28,12.40,-3.21,-2.82,-2.89
1397004,33.46,33.47,21.81,12.40,-3.20,-2.82,-2.89
1398004,33.46,33.47,22.44,12.40,-3.20,-2.82,-2.89
1399004,33.46,33.47,21.81,12.40,-3.20,-2.82,-2.89
1400004,33.45,33.47,22.44,12.40,-3.20,-2.82,-2.89
1401005,33.46,33.47,21.81,12.40,-3.21,-2.82,-2.89
1402004,33.47,33.47,22.12,12.40,-3.20,-2.82,-2.89
1403004,33.46,33.47,22.44,12.40,-3.20,-2.82,-2.89
1404004,33.46,33.47,22.12,12.40,-3.21,-2.82,-2.89
1405004,33.46,33.47,22.44,12.40,-3.21,-2.82,-2.89
1406004,33.47,33.47,21.81,12.40,-3.20,-2.82,-2.89
1407004,33.45,33.47,22.12,12.40,-3.21,-2.82,-2.89
1408004,33.46,33.47,22.12,12.40,-3.20,-2.82,-2.89
1409004,33.47,33.47,21.81,12.40,-3.20,-2.82,-2.89
1410004,33.46,33.47,21.97,12.40,-3.21,-2.82,-2.89
1411004,33.46,33.47,22.44,12.40,-3.21,-2.82,-2.90
1412004,33.47,33.47,22.28,12.40,-3.21,-2.82,-2.89
1413004,33.47,33.47,22.28,12.40,-3.20,-2.82,-2.89
1414004,33.46,33.47,22.12,12.40,-3.20,-2.82,-2.89
1415004,33.47,33.47,22.12,12.40,-3.21,-2.82,-2.89
1416004,33.47,33.47,22.28,12.40,-3.21,-2.82,-2.90
1417005,33.47,33.47,22.12,12.40,-3.21,-2.82,-2.90
1418004,33.46,33.47,23.07,12.40,-3.20,-2.82,-2.89
1419004,33.47,33.47,22.28,12.40,-3.20,-2.82,-2.89
1420004,33.47,33.47,22.28,12.40,-3.20,-2.82,-2.89
1421004,33.46,33.47,22.12,12.40,-3.20,-2.82,-2.89
1422004,33.46,33.47,22.28,12.40,-3.20,-2.82,-2.89
1423004,33.46,33.47,21.65,12.40,-3.20,-2.82,-2.89
1424004,33.45,33.47,22.28,12.40,-3.20,-2.82,-2.89
1425004,33.46,33.47,22.12,12.40,-3.20,-2.82,-2.89
1426004,33.46,33.47,22.12,12.40,-3.20,-2.82,-2.89
1427004,33.47,33.47,22.28,12.40,-3.20,-2.82,-2.89
1428004,33.47,33.47,22.12,12.40,-3.20,-2.82,-2.89
1429004,33.46,33.47,21.65,12.40,-3.20,-2.82,-2.89
1430004,33.46,33.47,22.28,12.40,-3.20,-2.82,-2.90
1431004,33.47,33.47,21.65,12.40,-3.20,-2.82,-2.90
1432004,33.47,33.47,21.81,12.40,-3.20,-2.82,-2.90
1433005,33.46,33.47,21.97,12.40,-3.20,-2.82,-2.90
1434004,33.46,33.47,21.81,12.40,-3.20,-2.82,-2.89
1435004,33.46,33.47,21.65,12.40,-3.20,-2.82,-2.89
1436004,33.46,33.47,21.81,12.40,-3.20,-2.82,-2.90
1437004,33.47,33.47,21.81,12.40,-3.20,-2.82,-2.89
1438004,33.47,33.47,21.65,12.40,-3.20,-2.82,-2.89
1439004,33.46,33.47,21.65,12.40,-3.20,-2.82,-2.90
1440004,33.46,33.47,22.12,12.40,-3.20,-2.82,-2.89
1441004,33.47,33.47,21.81,12.40,-3.20,-2.82,-2.90
1442004,33.47,33.47,21.97,12.40,-3.20,-2.82,-2.89
1443004,33.47,33.47,22.12,12.40,-3.20,-2.82,-2.90
1444004,33.45,33.47,21.97,12.40,-3.20,-2.82,-2.89
1445004,33.46,33.48,22.12,12.40,-3.21,-2.82,-2.90
1446004,33.47,33.47,22.12,12.40,-3.20,-2.82,-2.89
1447004,33.46,33.47,21.97,12.40,-3.20,-2.82,-2.89
1448004,33.47,33.47,21.65,12.40,-3.21,-2.82,-2.90
1449005,33.46,33.47,22.28,12.40,-3.21,-2.82,-2.90
1450004,33.46,33.47,21.65,12.40,-3.20,-2.82,-2.90
1451004,33.46,33.47,21.97,12.40,-3.20,-2.82,-2.90
1452004,33.47,33.47,22.12,12.40,-3.21,-2.82,-2.89
1453004,33.46,33.47,22.12,12.40,-3.21,-2.82,-2.90
1454004,33.46,33.47,21.97,12.40,-3.20,-2.82,-2.90
1455004,33.47,33.47,21.49,12.40,-3.21,-2.82,-2.90
1456004,33.46,33.47,22.12,12.40,-3.21,-2.82,-2.89
1457004,33.47,33.48,21.65,12.40,-3.20,-2.82,-2.90
1458004,33.46,33.47,21.97,12.40,-3.20,-2.82,-2.89
1459004,33.46,33.47,21.49,12.40,-3.21,-2.82,-2.89
1460004,33.47,33.47,21.81,12.40,-3.20,-2.82,-2.90
1461004,33.47,33.47,21.97,12.40,-3.20,-2.82,-2.90
1462004,33.46,33.48,21.65,12.40,-3.20,-2.82,-2.90
1463004,33.47,33.47,21.65,12.40,-3.20,-2.82,-2.90
1464004,33.47,33.47,21.97,12.40,-3.20,-2.82,-2.90
1465005,33.46,33.48,22.12,12.40,-3.20,-2.82,-2.90
1466004,33.46,33.47,21.65,12.40,-3.20,-2.82,-2.90
1467004,33.47,33.48,21.97,12.40,-3.20,-2.82,-2.90
1468004,33.47,33.47,21.81,12.40,-3.21,-2.82,-2.90
1469004,33.46,33.48,22.12,12.40,-3.20,-2.82,-2.90
1470004,33.47,33.47,22.12,12.40,-3.21,-2.82,-2.90
1471004,33.47,33.48,21.97,12.40,-3.20,-2.82,-2.90
1472004,33.47,33.47,21.97,12.40,-3.21,-2.82,-2.90
1473004,33.47,33.47,21.49,12.40,-3.21,-2.82,-2.90
1474004,33.46,33.47,21.49,12.40,-3.21,-2.82,-2.90
1475004,33.46,33.48,21.97,12.40,-3.20,-2.82,-2.90
1476004,33.47,33.47,21.65,12.40,-3.21,-2.82,-2.90
1477004,33.47,33.48,21.81,12.40,-3.21,-2.82,-2.90
1478004,33.47,33.48,21.65,12.40,-3.20,-2.82,-2.90
1479004,33.47,33.47,21.81,12.40,-3.20,-2.82,-2.90
1480004,33.47,33.47,21.49,12.40,-3.21,-2.82,-2.90
1481005,33.47,33.48,21.65,12.40,-3.20,-2.82,-2.90
1482004,33.47,33.47,21.81,12.40,-3.20,-2.82,-2.90
1483004,33.47,33.48,21.65,12.40,-3.21,-2.82,-2.90
1484004,33.47,33.48,21.65,12.40,-3.20,-2.82,-2.90
1485004,33.47,33.48,21.49,12.40,-3.21,-2.82,-2.90
1486004,33.48,33.47,21.34,12.40,-3.20,-2.82,-2.90
1487004,33.47,33.48,21.49,12.40,-3.20,-2.82,-2.90
1488004,33.47,33.47,21.49,12.40,-3.21,-2.82,-2.90
1489004,33.47,33.48,21.81,12.40,-3.21,-2.82,-2.90
1490004,33.48,33.48,21.81,12.40,-3.20,-2.82,-2.90
1491004,33.46,33.48,21.81,12.40,-3.20,-2.82,-2.90
1492004,33.46,33.48,21.34,12.40,-3.20,-2.82,-2.90
1493004,33.47,33.48,21.97,12.40,-3.20,-2.82,-2.90
1494004,33.47,33.48,21.49,12.40,-3.21,-2.82,-2.90
1495004,33.47,33.48,21.34,12.40,-3.21,-2.82,-2.90
1496004,33.46,33.48,21.65,12.40,-3.21,-2.82,-2.90
1497005,33.47,33.48,21.65,12.40,-3.20,-2.82,-2.90
1498004,33.46,33.48,21.49,12.40,-3.20,-2.82,-2.90
1499004,33.47,33.48,21.81,12.40,-3.20,-2.82,-2.90
1500004,33.47,33.48,21.97,12.40,-3.20,-2.82,-2.90
1501004,33.48,33.48,21.49,12.40,-3.21,-2.82,-2.90
1502004,33.48,33.48,21.49,12.40,-3.20,-2.82,-2.90
1503004,33.47,33.48,20.86,12.40,-3.20,-2.82,-2.90
1504004,33.47,33.48,21.81,12.40,-3.20,-2.82,-2.90
1505004,33.47,33.48,21.65,12.40,-3.20,-2.82,-2.90
1506004,33.47,33.48,21.34,12.40,-3.20,-2.82,-2.90
1507004,33.47,33.48,21.34,12.40,-3.20,-2.82,-2.90
1508004,33.48,33.48,21.34,12.40,-3.20,-2.82,-2.90
1509004,33.47,33.48,21.34,12.40,-3.20,-2.82,-2.90
1510004,33.48,33.48,21.49,12.40,-3.20,-2.82,-2.90
1511004,33.48,33.48,21.65,12.40,-3.20,-2.82,-2.90
1512004,33.47,33.48,21.49,12.40,-3.20,-2.82,-2.90
1513005,33.47,33.48,21.49,12.40,-3.21,-2.82,-2.90
1514004,33.48,33.48,21.18,12.40,-3.20,-2.82,-2.90
1515004,33.47,33.48,21.34,12.40,-3.20,-2.82,-2.90
1516004,33.48,33.48,21.34,12.40,-3.20,-2.82,-2.90
1517004,33.46,33.48,21.34,12.40,-3.20,-2.82,-2.90
1518004,33.48,33.48,21.34,12.38,-3.21,-2.82,-2.90
1519004,33.47,33.48,21.65,12.40,-3.21,-2.82,-2.90
1520004,33.47,33.48,21.34,12.40,-3.20,-2.82,-2.90
1521004,33.46,33.48,21.34,12.40,-3.20,-2.82,-2.90
1522004,33.46,33.48,21.49,12.40,-3.21,-2.82,-2.90
1523004,33.48,33.48,21.18,12.40,-3.20,-2.82,-2.90
1524004,33.46,33.48,21.18,12.40,-3.21,-2.82,-2.90
1525004,33.47,33.48,21.65,12.40,-3.20,-2.82,-2.90
1526004,33.48,33.48,21.18,12.40,-3.21,-2.82,-2.90
1527004,33.48,33.48,21.49,12.40,-3.20,-2.82,-2.90
1528004,33.48,33.48,21.81,12.40,-3.20,-2.82,-2.90
1529005,33.47,33.48,21.81,12.40,-3.20,-2.82,-2.90
1530004,33.48,33.48,21.65,12.40,-3.20,-2.82,-2.90
1531004,33.48,33.48,21.18,12.40,-3.20,-2.82,-2.90
1532004,33.48,33.48,21.34,12.40,-3.21,-2.82,-2.90
1533004,33.48,33.48,21.34,12.40,-3.20,-2.82,-2.90
1534004,33.48,33.48,21.65,12.40,-3.21,-2.82,-2.90
1535004,33.48,33.48,21.34,12.40,-3.20,-2.82,-2.90
1536004,33.48,33.48,21.34,12.40,-3.20,-2.82,-2.90
1537004,33.47,33.48,21.34,12.40,-3.20,-2.82,-2.90
1538004,33.47,33.48,21.49,12.40,-3.20,-2.82,-2.90
1539004,33.48,33.48,21.34,12.40,-3.20,-2.82,-2.90
1540004,33.47,33.48,21.18,12.40,-3.20,-2.82,-2.90
1541004,33.48,33.48,21.49,12.40,-3.21,-2.82,-2.90
1542004,33.48,33.48,21.65,12.40,-3.21,-2.82,-2.90
1543004,33.47,33.48,21.49,12.40,-3.21,-2.82,-2.90
1544004,33.48,33.48,21.65,12.40,-3.20,-2.82,-2.90
1545005,33.48,33.48,21.18,12.40,-3.21,-2.82,-2.90
1546004,33.48,33.48,21.49,12.40,-3.20,-2.82,-2.90
1547004,33.47,33.48,21.49,12.40,-3.20,-2.82,-2.90
1548004,33.48,33.48,21.18,12.40,-3.20,-2.82,-2.90
1549004,33.48,33.48,21.34,12.40,-3.20,-2.82,-2.90
1550004,33.48,33.48,21.18,12.40,-3.21,-2.82,-2.90
1551004,33.47,33.48,21.02,12.40,-3.20,-2.82,-2.90
1552004,33.48,33.48,16.92,12.40,-3.20,-2.82,-2.90
1553004,33.48,33.48,21.65,12.40,-3.20,-2.82,-2.90
1554004,33.47,33.48,21.34,12.40,-3.20,-2.82,-2.90
1555004,33.48,33.48,21.18,12.40,-3.20,-2.82,-2.90
1556004,33.48,33.48,21.49,12.38,-3.21,-2.82,-2.90
1557004,33.48,33.48,21.34,12.40,-3.20,-2.82,-2.90
1558004,33.47,33.48,21.65,12.40,-3.21,-2.82,-2.90
1559004,33.48,33.48,21.49,12.40,-3.21,-2.82,-2.90
1560004,33.48,33.48,21.49,12.40,-3.20,-2.82,-2.90
1561005,33.48,33.48,21.34,12.38,-3.21,-2.82,-2.90
1562004,33.47,33.48,21.49,12.40,-3.20,-2.82,-2.90
1563004,33.47,33.48,21.34,12.40,-3.21,-2.82,-2.90
1564004,33.48,33.48,21.18,12.40,-3.20,-2.82,-2.90
1565004,33.48,33.48,21.49,12.40,-3.21,-2.82,-2.90
1566004,33.48,33.48,21.18,12.40,-3.21,-2.82,-2.90
1567004,33.47,33.48,21.49,12.40,-3.20,-2.82,-2.90
1568004,33.48,33.48,21.18,12.40,-3.21,-2.82,-2.90
1569004,33.47,33.48,21.49,12.40,-3.20,-2.82,-2.90
1570004,33.47,33.48,21.02,12.40,-3.20,-2.82,-2.90
1571004,33.47,33.48,21.18,12.40,-3.20,-2.82,-2.90
1572004,33.48,33.48,21.18,12.40,-3.21,-2.82,-2.90
1573004,33.48,33.48,21.49,12.40,-3.20,-2.82,-2.90
1574004,33.48,33.48,21.18,12.40,-3.20,-2.82,-2.90
1575004,33.48,33.48,21.02,12.40,-3.21,-2.82,-2.90
1576004,33.48,33.48,21.02,12.40,-3.20,-2.82,-2.90
1577005,33.48,33.48,21.02,12.40,-3.21,-2.82,-2.90
1578004,33.47,33.48,21.34,12.40,-3.21,-2.82,-2.90
1579004,33.48,33.48,21.34,12.40,-3.20,-2.82,-2.90
1580004,33.48,33.48,20.86,12.40,-3.20,-2.82,-2.90
1581004,33.48,33.48,21.18,12.40,-3.20,-2.82,-2.90
1582004,33.48,33.48,21.18,12.40,-3.20,-2.82,-2.90
1583004,33.48,33.48,21.18,12.40,-3.21,-2.82,-2.90
1584004,33.47,33.48,20.86,12.40,-3.20,-2.82,-2.90
1585004,33.47,33.48,21.18,12.40,-3.20,-2.82,-2.90
1586004,33.48,33.48,21.34,12.40,-3.20,-2.82,-2.90
1587004,33.48,33.48,21.02,12.40,-3.21,-2.82,-2.90
1588004,33.48,33.48,21.34,12.40,-3.21,-2.82,-2.90
1589004,33.49,33.48,21.49,12.40,-3.20,-2.82,-2.90
1590004,33.49,33.48,20.86,12.40,-3.21,-2.82,-2.90
1591004,33.48,33.48,23.54,12.40,-3.20,-2.82,-2.90
1592004,33.48,33.48,20.86,12.40,-3.20,-2.82,-2.90
1593005,33.48,33.48,21.02,12.40,-3.20,-2.82,-2.90
1594004,33.49,33.48,21.34,12.40,-3.21,-2.82,-2.90
1595004,33.48,33.48,21.02,12.40,-3.20,-2.82,-2.90
1596004,33.48,33.48,21.02,12.40,-3.21,-2.82,-2.90
1597004,33.48,33.48,21.02,12.40,-3.21,-2.82,-2.90
1598004,33.48,33.48,20.86,12.40,-3.20,-2.82,-2.90
1599004,33.49,33.48,20.86,12.40,-3.21,-2.82,-2.90
1600004,33.48,33.48,20.86,12.40,-3.20,-2.82,-2.90
1601004,33.49,33.48,21.18,12.40,-3.20,-2.82,-2.90
1602004,33.49,33.48,21.34,12.40,-3.20,-2.82,-2.90
1603004,33.48,33.48,20.86,12.40,-3.20,-2.82,-2.90
1604004,33.48,33.48,21.34,12.38,-3.20,-2.82,-2.90
1605004,33.49,33.48,20.86,12.40,-3.20,-2.82,-2.90
1606004,33.49,33.48,20.86,12.40,-3.21,-2.82,-2.90
1607004,33.47,33.48,21.34,12.38,-3.20,-2.82,-2.90
1608004,33.49,33.48,21.34,12.38,-3.20,-2.82,-2.90
1609005,33.49,33.48,21.02,12.40,-3.21,-2.82,-2.90
1610004,33.48,33.48,21.18,12.38,-3.20,-2.82,-2.90
1611004,33.49,33.48,21.18,12.40,-3.20,-2.82,-2.90
1612004,33.47,33.48,20.70,12.40,-3.21,-2.82,-2.90
